Date;Close;Open;High;Low;Volume;Adj Close
12/25/2019;97.65;97.67;97.73;97.35;;97.65
12/24/2019;97.65;97.66;97.80;97.61;;97.65
12/23/2019;97.66;97.67;97.82;97.58;;97.66
12/20/2019;97.69;97.39;97.76;97.38;;97.69
12/19/2019;97.38;97.40;97.49;97.22;;97.38
12/18/2019;97.40;97.23;97.47;97.22;;97.40
12/17/2019;97.22;97.14;97.30;97.03;;97.22
12/16/2019;97.02;97.18;97.18;96.93;;97.02
12/13/2019;97.17;96.78;97.24;96.72;;97.17
12/12/2019;97.40;97.08;97.52;96.59;;97.40
12/11/2019;97.08;97.51;97.60;97.04;;97.08
12/10/2019;97.41;97.65;97.66;97.40;;97.41
12/09/2019;97.64;97.68;97.72;97.56;;97.64
12/06/2019;97.70;97.38;97.84;97.36;;97.70
12/05/2019;97.41;97.59;97.59;97.36;;97.41
12/04/2019;97.65;97.71;97.79;97.43;;97.65
12/03/2019;97.74;97.89;97.94;97.64;;97.74
12/02/2019;97.86;98.27;98.38;97.81;;97.86
11/29/2019;98.27;98.34;98.54;98.22;;98.27
11/28/2019;98.37;98.33;98.40;98.26;;98.37
11/27/2019;98.37;98.30;98.44;98.28;;98.37
11/26/2019;98.25;98.33;98.38;98.23;;98.25
11/25/2019;98.32;98.27;98.38;98.17;;98.32
11/22/2019;98.27;97.93;98.31;97.84;;98.27
11/21/2019;97.99;97.86;98.03;97.73;;97.99
11/20/2019;97.93;97.84;98.04;97.84;;97.93
11/19/2019;97.86;97.81;97.89;97.75;;97.86
11/18/2019;97.79;97.98;97.98;97.68;;97.79
11/15/2019;98.00;98.17;98.23;97.96;;98.00
11/14/2019;98.16;98.34;98.42;98.11;;98.16
11/13/2019;98.37;98.33;98.45;98.29;;98.37
11/12/2019;98.31;98.21;98.42;98.21;;98.31
11/11/2019;98.20;98.37;98.38;98.13;;98.20
11/08/2019;98.35;98.14;98.40;98.10;;98.35
11/07/2019;98.14;97.95;98.23;97.82;;98.14
11/06/2019;97.95;97.94;97.98;97.78;;97.95
11/05/2019;97.98;97.55;98.01;97.47;;97.98
11/04/2019;97.50;97.22;97.58;97.17;;97.50
11/01/2019;97.24;97.30;97.45;97.11;;97.24
10/31/2019;97.35;97.44;97.45;97.22;;97.35
10/30/2019;97.65;97.67;98.00;97.45;;97.65
10/29/2019;97.69;97.75;97.93;97.61;;97.69
10/28/2019;97.76;97.85;97.89;97.67;;97.76
10/25/2019;97.83;97.69;97.90;97.57;;97.83
10/24/2019;97.63;97.46;97.78;97.28;;97.63
10/23/2019;97.49;97.49;97.65;97.42;;97.49
10/22/2019;97.53;97.31;97.57;97.26;;97.53
10/21/2019;97.33;97.34;97.40;97.15;;97.33
10/18/2019;97.28;97.60;97.66;97.14;;97.28
10/17/2019;97.61;97.99;98.11;97.50;;97.61
10/16/2019;98.00;98.32;98.42;97.90;;98.00
10/15/2019;98.29;98.45;98.64;98.21;;98.29
10/14/2019;98.45;98.36;98.53;98.34;;98.45
10/11/2019;98.30;98.70;98.74;98.20;;98.30
10/10/2019;98.70;98.98;99.07;98.62;;98.70
10/09/2019;99.12;99.09;99.16;98.90;;99.12
10/08/2019;99.13;98.98;99.25;98.85;;99.13
10/07/2019;98.97;98.82;99.00;98.74;;98.97
10/04/2019;98.81;98.87;99.00;98.73;;98.81
10/03/2019;98.86;99.03;99.19;98.64;;98.86
10/02/2019;99.02;99.16;99.42;98.96;;99.02
10/01/2019;99.13;99.40;99.67;99.07;;99.13
09/30/2019;99.38;99.12;99.46;99.05;;99.38
09/27/2019;99.11;99.19;99.31;98.99;;99.11
09/26/2019;99.13;98.96;99.28;98.84;;99.13
09/25/2019;99.04;98.38;99.06;98.36;;99.04
09/24/2019;98.34;98.64;98.70;98.29;;98.34
09/23/2019;98.60;98.51;98.83;98.45;;98.60
09/20/2019;98.51;98.34;98.64;98.14;;98.51
09/19/2019;98.27;98.57;98.62;98.20;;98.27
09/18/2019;98.56;98.21;98.69;98.19;;98.56
09/17/2019;98.26;98.65;98.74;98.19;;98.26
09/16/2019;98.61;98.12;98.71;98.03;;98.61
09/13/2019;98.26;98.41;98.43;97.86;;98.26
09/12/2019;98.31;98.63;99.10;98.19;;98.31
09/11/2019;98.64;98.33;98.75;97.86;;98.64
09/10/2019;98.33;98.33;98.46;98.26;;98.33
09/09/2019;98.28;98.42;98.51;98.14;;98.28
09/06/2019;98.39;98.42;98.52;98.01;;98.39
09/05/2019;98.41;98.40;98.53;98.08;;98.41
09/04/2019;98.45;98.96;98.97;98.39;;98.45
09/03/2019;99.00;99.08;99.37;98.92;;99.00
09/02/2019;98.92;98.83;99.13;98.81;;98.92
08/30/2019;98.92;98.43;99.02;98.41;;98.92
08/29/2019;98.51;98.19;98.55;98.16;;98.51
08/28/2019;98.21;98.01;98.26;98.00;;98.21
08/27/2019;98.00;98.05;98.05;97.86;;98.00
08/26/2019;98.08;97.59;98.09;97.48;;98.08
08/23/2019;97.64;98.19;98.45;97.17;;97.64
08/22/2019;98.17;98.25;98.39;98.08;;98.17
08/21/2019;98.30;98.17;98.33;97.95;;98.30
08/20/2019;98.19;98.36;98.45;98.12;;98.19
08/19/2019;98.35;98.17;98.39;98.13;;98.35
08/16/2019;98.14;98.13;98.34;98.11;;98.14
08/15/2019;98.14;97.95;98.24;97.82;;98.14
08/14/2019;97.99;97.80;98.05;97.67;;97.99
08/13/2019;97.81;97.48;97.85;97.32;;97.81
08/12/2019;97.38;97.53;97.74;97.32;;97.38
08/09/2019;97.49;97.57;97.64;97.03;;97.49
08/08/2019;97.62;97.60;97.74;97.43;;97.62
08/07/2019;97.54;97.56;97.85;97.31;;97.54
08/06/2019;97.63;97.25;97.77;97.21;;97.63
08/05/2019;97.52;98.11;98.14;97.38;;97.52
08/02/2019;98.07;98.41;98.45;98.05;;98.07
08/01/2019;98.37;98.59;98.93;98.27;;98.37
07/31/2019;98.52;98.03;98.68;98.00;;98.52
07/30/2019;98.05;98.07;98.21;98.02;;98.05
07/29/2019;98.04;97.99;98.17;97.90;;98.04
07/26/2019;98.01;97.79;98.09;97.76;;98.01
07/25/2019;97.82;97.69;97.92;97.50;;97.82
07/24/2019;97.73;97.72;97.81;97.55;;97.73
07/23/2019;97.70;97.30;97.74;97.30;;97.70
07/22/2019;97.26;97.14;97.30;97.13;;97.26
07/19/2019;97.15;96.82;97.29;96.76;;97.15
07/18/2019;96.79;97.19;97.26;96.67;;96.79
07/17/2019;97.22;97.36;97.44;97.16;;97.22
07/16/2019;97.39;96.92;97.44;96.92;;97.39
07/15/2019;96.93;96.84;96.97;96.75;;96.93
07/12/2019;96.81;97.08;97.12;96.72;;96.81
07/11/2019;97.05;97.06;97.15;96.80;;97.05
07/10/2019;97.10;97.51;97.55;97.03;;97.10
07/09/2019;97.49;97.38;97.59;97.36;;97.49
07/08/2019;97.38;97.23;97.42;97.16;;97.38
07/05/2019;97.29;96.72;97.44;96.72;;97.29
07/04/2019;96.77;96.71;96.81;96.66;;96.77
07/03/2019;96.77;96.73;96.87;96.59;;96.77
07/02/2019;96.73;96.81;96.88;96.60;;96.73
07/01/2019;96.84;96.25;96.87;96.25;;96.84
06/28/2019;96.13;96.19;96.30;96.02;;96.13
06/27/2019;96.19;96.17;96.39;96.14;;96.19
06/26/2019;96.21;96.18;96.34;96.07;;96.21
06/25/2019;96.14;96.00;96.36;95.84;;96.14
06/24/2019;95.98;96.18;96.20;95.97;;95.98
06/21/2019;96.22;96.62;96.71;96.09;;96.22
06/20/2019;96.63;97.17;97.20;96.57;;96.63
06/19/2019;97.12;97.63;97.68;97.09;;97.12
06/18/2019;97.64;97.53;97.77;97.37;;97.64
06/17/2019;97.56;97.52;97.60;97.34;;97.56
06/14/2019;97.57;97.01;97.58;96.94;;97.57
06/13/2019;97.01;96.96;97.08;96.87;;97.01
06/12/2019;97.00;96.71;97.02;96.58;;97.00
06/11/2019;96.69;96.75;96.88;96.64;;96.69
06/10/2019;96.76;96.64;96.94;96.63;;96.76
06/07/2019;96.54;97.01;97.18;96.46;;96.54
06/06/2019;97.04;97.29;97.35;96.78;;97.04
06/05/2019;97.32;97.12;97.37;96.75;;97.32
06/04/2019;97.07;97.21;97.33;97.00;;97.07
06/03/2019;97.14;97.64;97.80;97.11;;97.14
05/31/2019;97.75;98.15;98.17;97.61;;97.75
05/30/2019;98.14;98.13;98.28;98.09;;98.14
05/29/2019;98.14;97.92;98.21;97.86;;98.14
05/28/2019;97.95;97.74;97.98;97.70;;97.95
05/27/2019;97.61;97.57;97.79;97.55;;97.61
05/24/2019;97.61;97.83;97.91;97.55;;97.61
05/23/2019;97.86;98.06;98.37;97.81;;97.86
05/22/2019;98.04;98.02;98.12;97.89;;98.04
05/21/2019;98.06;97.92;98.13;97.82;;98.06
05/20/2019;97.93;97.96;98.04;97.88;;97.93
05/17/2019;98.00;97.83;98.03;97.77;;98.00
05/16/2019;97.86;97.54;97.88;97.44;;97.86
05/15/2019;97.57;97.53;97.70;97.44;;97.57
